competition_id,score,gold_threshold,silver_threshold,bronze_threshold,median_threshold,any_medal,gold_medal,silver_medal,bronze_medal,above_median,submission_exists,valid_submission,is_lower_better,created_at,submission_path
spooky-author-identification,0.57314,0.16506,0.26996,0.29381,0.418785,False,False,False,False,False,True,True,True,2025-12-24T16:57:36.650836,mlebench_results\spooky-author-identification\run_20251224_165724_seed0\submission.csv
spooky-author-identification,0.56859,0.16506,0.26996,0.29381,0.418785,False,False,False,False,False,True,True,True,2025-12-24T16:57:47.590169,mlebench_results\spooky-author-identification\run_20251224_165737_seed1\submission.csv
spooky-author-identification,0.57379,0.16506,0.26996,0.29381,0.418785,False,False,False,False,False,True,True,True,2025-12-24T16:57:59.287470,mlebench_results\spooky-author-identification\run_20251224_165748_seed2\submission.csv
